"node","maccs"
"709905","0000000000000000000000000000000000000000000000000001000000000000100010000000010000000000000101101100000000000100100010101001101000100000101001111000011101011110111110"
"709906","0000000000000000000000000000000000000000000000000000110000000000010000010000000000001100111000100001000100011011010101000110010110110001011110000111100111101111111111"
"709907","0000000000000000000000000000000110010000000000100011001001111001101010001100101110100001001011011000010001000011101010011001011001001011100011100101101100111111111110"
"709908","0000000000000000000000000000000000000000000000000000010000000000100000010000000100010000000000000100000010001000110000001010111000101010101101101100101111111111111111"
"709910","0000000000000000001000000000000000000000000000100000000000000101000000001010011110001011000010000001001010100010000100111100100000000110100001011001010010010101111010"
"709911","0000000000000000000000000000000000000000000000000000000010000000000000010010000000001100000000101101000010001010100001011100000110010000110000011011000110101110111110"
"709912","0000000000000000000000000000000000000000000000000000110010000000000000010000000000010000100100101100000000000100000010000010001000100000101100100100011101011110101110"
"709913","0000000000000000000000000000000000000000000000000000000010000000010000000100000000000000001000000100000010010001101101000000001110010000101010111010100100101011011110"
"709914","0000000000000000000000000010000000000000000000000000000000000000000000000000000000000010011000000000000000100000110100000010001000100100001000110100010101101011011110"
"709915","0000000000000000000000000100000000000000010000000100000000000000010000010001000000000010001000010010000110110001001101000010011110010101001110101110110101001011001110"
"709916","0000000000000000000000000100000000000000000000000100000000000000010000000101000000000000011000010010000110010001001101000000001110010000001010101010110101101011001110"
"709917","0000000000000000000000000001100000000100001000010000000000000000100010010010101100111100001000110101010111001011000000011101010011111010111101000111001010111110111110"
"709918","0000000000000000000000000000000000000000000000000000000010000100110000010100000000100010001100111000001000101101000110011010010000010100101110010100110111111011111110"
"709919","0000000000000000000000000000000000000000000000000000000000000000010000000000000000000000011000010000000110010001001101000000001110110000001010101010110100001011001110"
"709920","0000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000001000100100010000010111000000000000000101000001101111110111110"
"709921","0000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000100000000000000001100100011000000111110111011010101101110101111111111111110"
"709923","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000010111000000001000110111100110101001011011110"
"709924","0000000000000000000000000010000000000000000000000000100000000000000000000000000000000010100100001000001000100100100010000000111000101110001000111100011101011110111110"
"709925","0000000000000000000000000000000000000000000000000000010000000000000000010000000001010100011100101001000100011110100010000000111110110000011101111110011111111111111110"
"709926","0000000000000000000000000000000000000000000000000000000000000000100000010000100100000000000010001100000010000010110000011000111000000000100011111000110100111011111110"
"709927","0000000000000000000000000000100000000000000000010000000010000000000000000000000000000010100000000100011011101001100001000011111101010101110100111111010111101011011110"
"709928","0000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000010000001000000000000001000000100100000000000010000001001000010100101111010"
"709929","0000000000000000000000000000000000000000000000000010000000111001001000001000000010000011100000000000011000100000100000000001101000100100001000111101010100001010011110"
"709930","0000000000000000000000000000000000000000000000000001100000000000000000000000001100010000000001000000000000001000110000100001111000101010000001111000011110111101111110"
"709931","0000000000000000000000000000000000000100000000100000110010100101100000010010101111101001111100111100000010001100000010011100001000111000101101100101010110111110111110"
"709932","0000000000000000000000000000000000000000000000000000000000000000010000010100000000001100100010100010000000001011110100000110111000100001001110111101110111111111111111"
"709933","0000000000000000000000000000000000000000000000000100100010000000000000010111000000001100100010101111000100011010011100011110011110111001111111101111110111111111101110"
"709934","0000000000000000000000000000000000000100000000000000110010000100100000010010101101111000111100111000000000001100000010011100001000111010101101110101011111111110110110"
"709935","0000000000010000000000000000000000000000000100000000110010000001001000010000000011000001111000000100000000001000000000000001001000110000101100100100010110101010001110"
"709940","0000000000000000000000000000000000010100000000100000010000000000100000000000100110101101011110111101000110000110101010011110101000111011101101101111101011111111111110"
"709941","0000000100100010000000000000000000010000010000100000000010100100100000010010001110101111100000111101100011100010100101011110101010011111111101111111110111111111111110"
"709942","0000000000000000001000000000000000000000000000000100000010000000000000000101000000001100000010000011001110001010101100000110100000110100111000011111100111101111111111"
"709943","0000000000000000000000000000010000000000000001001000000000000000010000000010000000011100011110000101000000010111001111001100100110000100110001001011001011110101111111"
"709944","0000000000000000000000000000000000100000010100001000100000000100100000000100000000000110101010001110000100111000001000001010110000110100101110011100110111111011111111"
"709945","0000000100100000001000000000000000010000000010100000000010000100000000000001000010101001100100111010000010001100000011011110001000110001101100100111010111011111100110"
"709946","0000000000000000000000000000000000000000000000000010000010011000101000001010000001101101101100011111010100001110100011011101011110010001110101101111001111111110111110"
"709947","0000000000000000000001000000000000000000010000000000000000000100100000000010001100101110100010011101000010110010101100011110101110001111111001111101010111011111111110"
"709948","0000000000000001000001000000000000000000000000000100010010000000000000010001000000000000111000000110000100011000001001010010011110110001111110100110110111101011001110"
"709949","0000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000101000000000000000111000010101000000011110"
"709950","0000000000001000000000010000000000000000000000001000000000000000100000100010000000000000000001001100010000000000100000001111001000000000101000100101000001001010111110"
"709951","0000000000000000001000000000000000000000000000000000000000000000000000000010000000101000100010011100001010010010000100001110011110010101100100101111110101011111111111"
"709952","0000000000000100000000000000000000010000000000000000000000000000001000000000000010110001011100010000000100000110000011010001000110010000100000000010001011110100100110"
"709953","0000000000000000000000100000000110000000000000000010011011111001001000011100000110110101111001110001010101011111001010000111111011111011111101101111101111111111111110"
"709955","0000000000000000000000000100000000000000010000000100100000000000010000010001000001000010111000010010000110111001001100000000001110110101001100101110110111101011001110"
"709956","0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100100000010000000100000001010111000000000100000101000000101011010111110"
"709959","0000000000000000000000000000000000000000010000000000000000000100100000000010001101001110101000001101001110100010100001011110101010101111111001111111011111011110111111"
"709960","0000000000000000000000000000000000000011010000010010001001011100101010001010001100001111100010001101010011100011111101011111101011101111111111111111110111111111111111"
"709961","0000000000000000000000000000000000000000000000000000010000000000100000000000000000000010011100100100001110100110100010001010101000100101101101101100001001111110111110"
"709965","0000000000000000000000001000000000010000101000100000000000000000100000000000110111110101011010010001000101010010000000111000000010101010110001000010001010110101110010"
"709966","0000000000000000000000000000000000001100000000000000000000000000100000000010101100101000111110111101000111010110101111011100001010010001101011110111110111111111111110"
"709967","0000000000000000000000000000000000000000000000000000010000000000000000000000000000010000011100100000000100000110000010000010000000110001001001000110001001111110100100"
"709968","0000000000000000000000000000000000000000000000000000010000000000000000000100000000010000010000100000000100000010001000000010000000100000001000000000101001111111100100"
"709969","0000000000000000000000000000000000000000000000000000010000000000000000010000000000010000000000100000000000000000100000000000001000100000001000110100011100011111111110"
"709971","0000000000000000000000000000000000000000000000000000110010000100000000010000000001000000111000000100000010001000100000000000101000110000111100111100010111101010011110"
"709974","0000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000100000010101000000000001000100100001000100000001100111101111111"
"709976","0000000000000010000000000000000001000000000000000000000000000000100000000000000000001100000010100111000011001010110000011110111010000000110101101111100111111111111110"
"709977","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000011000000000000010100100100100001011011110"
"709979","0000000000000000000000000000100000000000001000010000010000000000000010000000001000010000000100100000010001000101000010000001000001100001001101000101101001010111100100"
"709980","0000000000000000000000000000000110001000001000000010001001111001001010001000100010000001111001011000010101000111000011000001000001101001000001000111001001010111111110"
"709981","0000000000000000000000000000100000010100001000111000000000000000100010000010100110111001011000010101011001011001000100011101010101111110111101010111111010111111111111"
"709982","0000000000000000000000010000000000000000000000001001010110000010000011110000011100110000000101111000010000000100000010100101000001101011100101000101001101010110110110"
"709983","0000000000000000000000000000000000000000000000000000000000000000000000000010001000101100001100110001000100000110000011001100000110011010110001010011111011110101111110"
"709984","0000000000000000000001000000000000000000010000000000000000000000000000000000000000000010000100000010000100100110000010000000000000001100000000000000001001010100111110"
"709985","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000010000000000000100000000000111000000000000110111100110101001011011110"
"709986","0000000000000000000000000000000000000000000000000000000000000100100000000010000000101010000000010000001100110000000100001110000000011110101000010001110001111111111110"
"709987","0000000000000000000000000000000000010000000001000000000000000000000000000000000010100011000100010000000000100100000010000000000000001110100000010000011001010100111110"
"709988","0000000000000000000000010000000000010000000000101000000100000010100001100000101110100001000101011000010001000100000010111101000001001011100001000101001001010111110110"
"709989","0000000000000000000000100000000000010000000000100000000000000000100000000000100010100001000010011000000011001100111010011010011000011010100001100110101111111111111110"
"709990","0000000000000000000000000000000000010000010000000000000000100000000000000010001111001101001100101101000111101111000011011100100110010110111001011011000011111110111110"
"709991","0000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001001000000000000100000100000101000000000001000111000010110101100111110"
"709992","0000000000000000000000000000000000000000000000000100110010000000000000010001000001000000111000000110000000001000000000010010011000110001111110101100110111101011001110"
"709993","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000010000100010000011101000010000110010000001000000010000001101011000100"
"709996","0000000000000000000000000000000000001000001000000000100000000000100000010000100100000000100110001100000011000100100010011000111000100001100101111100111101011011111110"
"709997","0000000000000000000000000000000000011000000000000000100000000000100000000010100010111011100100011000001011100100100010011100001000100101101001110101011101011110111110"
"709998","0000000000000000000000000000000000000000000000000000110010000000000000010000000000000000111100101100000100001100000010000010001000111010101100101100011111011110111110"
"709999","0000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100100001000000000000100100010000000001000100001001000110100011101011111111110"
"710000","0000000100100000000000000000000000010000000010100100000000000000000000000001001010001001001100101110100110001110000110011110011000111001111101101101011011111111111110"
"710001","0000000000000000000000000000000000000000000000000000110010000000000000010000000001100000101000010000101111101001000000010010001000110100101100100100010110101010000110"
"710002","0000000000000000000000000000000000100011000100011110001001111001001000001101010010001101100010000010010011000001100000100101101001001011001111111101110100011111111111"
"710003","0000000000000000000000000000000000000011000000010010001001111001001010001000000010000001000000000000010001000001010000000001000001000001001000000101000000100011011110"
"710004","0000000000000000000000010010000000000000000000001000000100000010000001100000000000000010000001000000010000100000100000100101001001001110001000110101010100011110111110"
"710005","0000000000000000000000000000000000001000010000000000000010000100100000010010100101101010101100011100000001101110100010011100001110111101101101110101011111111111111110"
"710006","0000000000000100000000001000000000010000001000000000110000000000001000000010111101111001011100111001000101000110100011111111101110111001111101101111011111111111111111"
"710007","0000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010000000010000001101000000000000000000000010000010100000100001000000"
"710008","0000000000000000000010000010000000010000000010101000000000100000100000000011000010101001000000010011000010000000010000011100100000000110110001011001110010110101111011"
"710011","0000000000000000000000000000000000000000010000000000100000000000000000010000000000000000111000010010000101101001100001000010011110110100001100100110010111101010011110"
"710012","0000000000000000000000000000000000000000010000000000000000000000000000000010000000001110000000000101000000100010000001001100100110010101110000001011000111100110111110"
"710013","0000000000000000000000001000000000000111001000010010001001011000001010001000110000010001000010000000010011000001100000100011111001101011001101101101001101011111111111"
"710014","0000000000000000000000000000000000001000000000000000000000000100010000000010101000101000100110111000000101010111010010011100001000000001100001100001111001110111111110"
"710015","0000000000000000000000000000000000000000000000000000000010000000010000010000000001100000001010010111100110000011100000011000011110100000101000111110001110011111111110"
"710017","0000000000000000000000000010000001000000000000000000000010000000010000010010000000101100111010110111100110000011100001011100001110110100111100111111000111111111111111"
"710018","0000000000000000001000000000000001010000000000100000000000000000100000000010100110111101001000010011000011000010000001011100000110001010110001010011001010110100110010"
"710020","0000000000000000000000000000000000000000000000000000110000000000000000000000000000010000100000100000000000000000000000000010000000100000001000000100001101011111100100"
"710021","0000000000000000000000000000000000000000000000000000000000000000000000000010000000101000011100111001000100010110000110001110001000110001101100100101010111011111100110"
"710022","0000000000000100000000000000000000000000000000000000010000000000001000000000000000010001010000100000000100000010000000000011000010100001011101000100001011111110100100"
"710024","0000000000000000000000100000000000000000000000000000000010000100110000010010001100101100101100011101001111011111110011011110111110111101111101111111110111111111111111"
"710026","0000000000000000000000000001000000000000000000000000000010000000000000010010000000101100100010011101000010001010101101011110111110000000110111111111100110011111111110"
"710027","0000000000000000000000000000000000000000000000000010001001111001001000001000000010000001011100010000010100000111000011000001100111111011000101001111001001110110111110"
"710028","0000000000000000000000000000000000000011000000010010001001111001101010001000000010000001000000100100010011001001110000001001111001000001101100101101000110111011111110"
"710029","0000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000010000000100000001000000100000101001010011110"
"710030","0000000000000000000000000000000000000000000000000000010000000000000000010000000001010100011000101001001100011000011101000000010110110100011000000010001110101111100101"
"710031","0000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100010000000000000000000100000000000011000100000001000100100000100001011011110"
"710032","0000000000000000000000000000000000000000000000000000010000000000000000000000000001010001001000100000001100001010010000000010010100100100010000000000001011111111100101"
"710033","0000000000000000000000000010001000000000000000000000000000000100000000000100000000000000000000000000010000000000100000000001111001000100000010111000110100001011011110"
"710034","0000000000000000000000000000000000000000000000000000000000000100000000000010001000001110011100001101001110101110100011011100111110011110110001111011011111111110111110"
"710035","0000000000000000000000000000000000000000000000000000010000000000000000000000001001000100001000000001001100000010000000000000100010100100010001001010001010100100111011"
"710036","0000000000000000000000000000000000000000000000000000000000100001000000000000000011010001000000000001000000001000000000000000100000100000011000011000011010101100111110"
"710037","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010011000000000000000100000100101001011011110"
"710038","0000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000001100001000000000010100000000100001000011000010001001010011110"
"710039","0000000000001000000000010000000000000000000000001000000000000000100000100010000001000000000001001100010000001000100000001101001000000000101000100001000010101010111110"
"710040","0000000000000000000000001000000000000000001000000001000000000000100000000010111100110000000001010000001001000000000000111101000000100100100001000001001000010100110011"
"710041","0000000000000000000000000000000000000000010000000000000000000000010000000000000000000010000000000000000010100001000000000000000000000100000000001000010000000000001010"
"710042","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000001101000000000110000000000010000010100000100001000000"
"710043","0000000000000000000000000000000000001000010000000000100000000000100000000010100101001010111100001101000101110110111111011100001110100101100001110111011011110111111110"
"710044","0000000000000000001000000000000000000000000000000001000000000100100000000010000100001110000111100101001010110110101111011101101110001100110001111011010011110101111111"
"710045","0000000000000000000000010000000000000000000000011000000000000010100011100010111000101010000001011001011001101010000000111101110101000100111101011101010010111110111111"
"710047","0000000000000000000000000000000000000100000000000000110010000100100000010010101101101000111100111100000010001100100010011100001000111000101101100101010110111110111110"
"710048","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000010011000000000001000100100000101001011011110"
"710049","0000000000000000000000010100000000000000000000000100000010000100010010110001010000100000111011111110010010011001001101110011011110111000101110101110110111011011101110"
"710050","0000000000000000000000000100000000000000010000000100000010000000010000010001000000100010101000010010100110111001001101010010011110010101101110101110110111101011001110"
"710051","0000000000000000000000000100000000000000010000000100000000000000010000010001000000000010001000010010001110110001011100000010011110010101001110101110110111101011001110"
"710052","0000000000000000000000000000000000000100000000000000000000000000010000010010110100001100011010100101001000011011001101111110010110100100111001001111010111111111111111"
"710055","0000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100100001000000000000100100010000010101000101011001100111100011101011110111110"
"710056","0000000000000000000000000000000000000000000000000000010000000000000000010000000001000100011000100001000100011010011101000010000110110000011100000110101111101111100101"
"710057","0000000000000000000000010000000000000000000000001000000110000010000011110000010000100000100101110000010000000100000010100101000001001010101101000101000100010110110110"
"710058","0000000000000000000000000000000000000100000000100000000000000000100000001000100010001001000110001100000011000100100011001100111010001010100001111011100100011111111110"
"710059","0000000000000000000000000000000000000000000000000000000000000000010000000110000000001100000000001101000000000011000001001100111110010000110010101011100111101111111110"
"710060","0000000000000010000000000000000110010100000010000010001001111000101000001011101010000001100111101110010011001101010010011111111001001011100111111101111111111111111110"
"710061","0000000000000000000000000000000000100000000100001000010000000000000000000000001000000000010100100000000100000110100010000010101000101011001101101100001101111110111111"
"710062","0000000000000000100000000100000000000000000000000100000000000000010000000001000000000000011000010010000010010001010101000000001110010000001000101010010101101011001110"
"710063","0000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000100100001000100000100000010000010000000110001001000000100001011111110111110"
"710064","0000000000000000000000000000000000000000000000000000000000000000000000000010001000001100011100100101001000000110011111001100000110101110110011011011111011110101111111"
"710065","0000000000000000000000000100000000000000000000000100000010000000010000010011000000101100000010010111100010000011101100011100011110000000100010111111100110011111111110"
"710066","0000000100100000001000000000000000010000000000100000000000000000010000000100001010111001000100111000000010000101000010011110001000101001101001100101111001011111100110"
"710067","0000000000000000000000000000000000000000000000000000110000000000000000000100001000000000110100101000000100010110001010000010000010110001001111000100101101111111100100"
"710068","0000000000000000000000000001100000000000011000010000000010000100100010010010001100001100001100100101010111101111100011011101101011111111111101111111011011111110111110"
"710069","0000000000000000001000000000000000001000000000000000000010000100110000000010101100101100001000111101000011011111101111011100101010011010110001111011011111111111111110"
"710070","0000000000000000000000000000000110000000000000000010001011011000101010101000000100110001000001011000010111000011000010011001000001010001100001000101001110110010111110"
"710071","0000000000000000000000000000000000000100000000000000110000000000110000010100101000001100111010000101000100000011001100001110100010111011111101001111100111111111111111"
"710072","0000000000000000100001100000000000000000010000000000000010000000010000000000000000000010000000001100001011100101000010011010001000000110100000111000001101011110111110"
"710073","0000000000000001001001000000000000000000000000000000000010000100010000010100000000100000100000010100000010011001001100010010001110010001100110101110110111001011011110"
"710074","0000000000000000000000000010000000000000000000000001000000000100100000000010000100100010000111111000000000100100100010011101001000001110100001110001110001010101111110"
"710075","0000000000000000000000001000000000000000001000000000000000000000000000000010111000101100011110111001000101000110001010111100001000111000100001100001011011010101100110"
"710076","0000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010100100000000100010110100010000010001000100001001100100100001101111111111110"
"710078","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010011000000000000000100000100101001011011110"
"710080","0000000000000000000001001000000000000100000000000000100000000100100000000010101101111000010000010110000111001010000000011100000000101010101001000001001010111100111110"
"710081","0000000000000000000000001000000001000100001000000100100000000100100000000011101101111000111100111110000111001110100010011100001110111010101001100101011111111110111110"
"710082","0000000000000000000000000000000000000000000000000000010000000000000000000000000001010101011000100000000100001010000001000010000110110000011000000110001011111110100100"
"710083","0000000000000000100000000000000000000000000000000000000000000000010000010100000000001100000010100001001000001011001100000110110000010100010000001111100111101111111111"
"710085","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000100000000010011000000000001000100100000101001011011110"
"710086","0000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000000000000110000011100000100000110101010000100"
"710088","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000010000000001000101100000010011000010000000010100110100111101011011110"
"710090","0000000000000010000000000101000000000000000000000100000000000000010000010001000000000000001000010010001111011001011101000010011110010101011110101110110111101011001110"
"710092","0000000000000000000000100000000000000000000000000000000000000000000000000000000000010000011000000000000001001100000011000010010000010000000000000010001011111110111110"
"710093","0000000000000000000000000000000000000011001000010000111011011000011010011000000101010001111110101101010101011111001010010011011001111001111101101101111111111111101111"
"710094","0000000000000000000000000100000000000000010000000100100000000000010000010001000001000010111000010010001110111001001100000000001110110101001110101100110111101011001111"
"710095","0000000000000000000000000000000000000000110000000000010010000100010000010100000000101110000010010001000010111011001101000110100110110101111101011111100111101111111111"
"710096","0000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000010000001001000000000001000000000000000100100000000000000001010100101111011"
"710097","0000000000000000000000001000000000000000001000000000100000000000000000000000110101010000011000000001000101000010011101100000000000100000000001000010001010110101100000"
"710098","0000000010000000000000000100100000000100000110011100010010000100110000010111111101111000111101111111010111011111001111111101111111111011111111111111111111111111111110"
"710099","0000000000000000000000000000000000000000000000000000110000000000000000010000000000010000100000100000000000000000100000000010001000100000001100110100011101011110111110"
"710100","0000000000000000000000000000000000000000000000000000000000000000000000010000001001001110001100100001001100111110110110000100011110010100010001100011101111111111111110"
"710101","0000000000000000000000000000000000001000001000000000010000000000010000010100100001000000011000101001000101001111100111000000011010111010011011101110101111111111111110"
"710102","0000000000000000000010000000000000010000100010000000000000000100100000000011101010101011000000010010001000100000000000011100000000000100100001010001010010010100111010"
"710103","0000000000000000000000100000000000000000000000000000000000000000010000000000000000001100011000010001001111010111101111000110011110010100011000111111010111111111111110"
"710104","0000000000000000100000000000000000000100000000000000000000000000100000010000100100000100000010001100000010001000101101011000111000011010110101111110111110111111111110"
"710105","0000000000000000000000000000000000001000000000000000110000000000000000010110101101001000011100101101000101011110100011011100111110110001111111111111111111111111111110"
"710106","0000000000000000000000000000000001000000000000000000110000000000000000010000000001000000100110101011000100001110100010000000011000110000011100110110011111111111111110"
"710107","0000000000000000000001000000000000100000000100001000000000000000110000000100000010000011001000000110001010110001000000001010100110010100101000011110110111111011111111"
"710108","0000000000000000000000000000000000000000010010000100110000000000000000010001011101101110111100011011000110110110010110111110001010110111111111110111111111111111111111"
"710109","0000000000000000000000000000000000000000010000000000000000000000010000000000000000000000011100010110000111110111001111001000001110101111100001111010111001010111111110"
"710110","0000000000000000000000010000000000000000000000000010000000011000001110111000000010000001110101001000010100000110000010000001100001110001001000001101001011110110111110"
"710111","0000000000000000000000001000000000000000001000000000110000000000100000000110111101111000111100111001000111001110101011111110101100110001111101111111111111111111111111"
"710113","0000000000000000000000000000000000000000000000000000110000000000000000000000000100000000011100101000000100010110000010000010000100110001001101000110001001111111100100"
"710114","0000000000000000000000000000000000000000000001000000000000000000000000000000001001011110101110001001000100110110110110000100011010101110010011110011111111111111111110"
"710115","0000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000010100000010000001000001000000001101010011110"
"710118","0000000000000000000000000000000000000000000000000000000000000000100000000010101000101000000000010011001000000000000000011110000000100100101001000001000011101110111111"
"710119","0000000000000000000000000000000000000000110000000000000000000100010000000010000000001110011000000101001000110011001101001110100110101100111001001011010011011111111111"
"710125","0000000100100000001000000000000000110000000100101000000010000100110000100100001110101011100101111000011010100101000010011111001000001101100111110101111101011111111111"
"710126","0000000000000000000000000000000000001000000000000000110000000000010000010010101000001100111010000101000101000111011111011110000110110001111111000111100111111111101111"
"710128","0000000000000000000000000000000000000011000000010010101001111001001010001000000011000101100000000001010001000001110100000001001001100001011100110101111110101111111111"
"710129","0000000000000000001000000000000000000000000000000000110000000000010000010010000000101000111010011100000110010011000101001110111110110001101100111111000101111111111111"
"710133","0000000000000010000000000100000000000000000000000100000000000000010000010001000000000000101000010010000111011001011101000010011110010001011110101110110111101011001110"
"710134","0000000000000000000000000000000000000000010000000010011001111001001000001000000010000001010110100000011100100111000010000001000001100101001100000101001111111111111110"
"710141","0000000000000000000000000000000000000000000000000000000000000000010000000000000000000000011000010000000110010001101101000010011110010000001000111110110101001011011110"
"710142","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000100100010000010111000101011001100111100011101011111111110"
"710143","0000000000000000000000000000000000010000000000000100000000100100000000000011000010001101000010000111000010000010001101011110100010100001111100011111000011001111111111"
"710144","0000000000000000000000000000000000000100000000000000110010000100100000010110101101111100111110111100001110001110100010011100111000111110101111101101111111111111111111"
"710152","0000000000000000000000000000000000000000010000000000000000000100010000000010000000001110010000001101001101100011000001001100101110110100111000101011000111101110111111"
"710154","0000000000000000000000000000000000001100000000000000000000000100100000000010101101001100110110101101001101010110100011011100111110101111110011111111111111111111111111"
"710156","0000000000000000000000000000000000000000000001000100000000000000100000000101000000001110000010000111001000100000001000001100100000100100101001001001100010100101111111"
"710159","0000000000000000000000000000000000000100100000000000000000000100100000000000101100101000000100011100001010000100100010011100101000100100100001111001011001010001111111"
"710160","0000000000000000000000000000000000010000000000100000000000000000100000000010100011101101010000011111000111001010100001011110111110111011111101101111001111111110111111"
"710162","0000000000000000000000000000000000000100000000000001000010000100100000000010101001001100001001100101001100011010000001011101100110111110110001011011011010111101111111"
"710164","0000000000000000000000000000000000000000000000000000000000000000000000010000001001001100001110100001001100011110110110000100011110110100010011100111101111111111111111"
"710165","0000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001001100010010000100000000100000100100000000001010001010110101111011"
"710166","0000000000000000000000000000000000000000000000000000000000000000000000000010000000001100000000001101001000010010001001001100000110000100110000001011100111100101111111"
"710169","0000000000000000000000000000000000001000000000000000000010000000100000000000100000110010000000110000001011100100000010011000000000001110100001000000001100010100111110"
"710173","0000000000000000000000000000000000000000000000000000000000000000000000000000000001010000001000000011000000000000000000000010000000100000001000000000001011101110100100"
"710176","0000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000100000000000000000000000000010000000100000001000000000001001011111100100"
"710177","0000000000000000000000000001000000000000000000000000000010000100000000010000000000100000110010010000000010001000100000010010111000000000111110111100110111001011011110"
"710178","0000000000000000000000000100000000000000010000000100000000000000010000010001000001000010001000010010000110111001001100000000001110110101001110101110110111101011001110"
"710180","0000000000000000000000000000000110000000000000000010001001111001001010001000000011010001000001000001011001000001000010000001000001100101000001000001001010110110111111"
"710182","0000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010100100000000100010110000010000010000000100001001000000100001001111111111110"
"710183","0000000000000000100000000000000000000000000000000000000010000000000000000000000000000000100000000100000010001000100000000010111000000000100000101100000111101011011110"
"710184","0000000000000000000000000000000000000100000000000000100000000000100000000000100000000000000000001100000000000000000000001010100000101010101001011000111001011111111110"
"710185","0000000000000000000000000000000000000000000000000000000000000000000000010000000001000000111110000001000100000110100011000010011110110001001110110110111111111111111110"
"710188","0000000000000000000000000000000000000000000000000000000000000000000000000010000000001100000000100101001000010010010101001110111110010100110000101011000111101111111111"
"710189","0000000000000000000000000100000000000000010000000100000000000000010000010001000000000010101000010010000110111001001100000010011110010101001110101100110111101011001110"
"710190","0000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000100001000000011010010100000110010110010000010010000011100011101111111110"
"710191","0000000000000000000000000100000000000000000000000100100000000000010000010001000001000000111000010010000110011001001101000000001110110001001100101110110111101011001110"
"710194","0000000000000000000000000000000000000000000000000000000000000000000000000010000000001110000000100101001000101010000001001100110110010100110000001011000110101100111111"
"710195","0000000000000000000000000000000000000000000001000000110000000000000000000000000001000000100000100001000100000010101100000000101010110100001100101100001110111111111111"
"710198","0000000000000000000000000100000000000000000000000100000000000000010000000001000000000000001010010010000110010001001100000010011110010001001110101110110101001011001110"
"710199","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000101100000000111000010000000000101010100101101011011110"
"710200","0000000000000000000000000000000000000000000000000000010000000000010000010100000001000000011100101101001110001111100110001000011100110110111011111110101111111111111111"
"710201","0000000000000000000000000000000000000011001000010000111011011000001010011000000101110001111100111101010101001111000010010011011001111001111101101111011111111110101111"
"710203","0000000000000000000000000000000000010000000000000000000000000000000000000000000010100001000000010000000000000000000000000010000000000001101000000100000101001011011110"
"710204","0000000000000000000000000000000000000011001000010000011001011100011010011100000001000001010000111001010101001001100101000001111001110001011111111111111110111111111111"
"710205","0000000000000000000000000000000000000000000000000000010000000000000000010100000001000000110100101001001100001110111110000000011000111111011111110110111111111111111111"
"710206","0000000000000000000000000000000000000000000000000000110010000000000000010000000101010000111010101100000110001010000000010010011000111000101101101100011110111111101110"
"710207","0000000000000000000000000000000000000000000000000000000010000000010000010100000000001100110010101110000100010001011000010110011100111001101110101101110101111111101110"
"710208","0000000000000000000000000000000000000011001000010000111011011000011010011001000101010001111010101111010101011011001000010011011011111001111111101101111110111111101111"
"710216","0000000000000000000000000000000000000000000000000000110010000000000000010000000100000000110010101100001010000001001000010010001000111100101111101100111101011111101111"
"710217","0000000000000000000000000001100000000000001000010000100000000000000010000000000000000000100000000000010101000001000000000001000001110001001100000101000010100010000100"
