"node1","edge","node2"
"723377","CHEMICALINCREASESEXPRESSION","110"
"721780","CHEMICALDECREASESEXPRESSION","110"
"720725","CHEMICALDECREASESEXPRESSION","110"
"721169","CHEMICALDECREASESEXPRESSION","110"
"721420","CHEMICALDECREASESEXPRESSION","110"
"719949","CHEMICALDECREASESEXPRESSION","110"
"719939","CHEMICALDECREASESEXPRESSION","110"
"720608","CHEMICALDECREASESEXPRESSION","110"
"720149","CHEMICALDECREASESEXPRESSION","110"
"720495","CHEMICALDECREASESEXPRESSION","110"
"720042","CHEMICALDECREASESEXPRESSION","110"
"720039","CHEMICALINCREASESEXPRESSION","110"
"719190","CHEMICALDECREASESEXPRESSION","110"
"719166","CHEMICALDECREASESEXPRESSION","110"
"714083","CHEMICALDECREASESEXPRESSION","110"
"715119","CHEMICALDECREASESEXPRESSION","110"
"711319","CHEMICALDECREASESEXPRESSION","110"
"711576","CHEMICALDECREASESEXPRESSION","110"
"710177","CHEMICALINCREASESEXPRESSION","110"
"709602","CHEMICALDECREASESEXPRESSION","110"
"1682","CHEMICALDECREASESEXPRESSION","110"
"721397","CHEMICALBINDSGENE","328"
"720710","CHEMICALBINDSGENE","328"
"720908","CHEMICALBINDSGENE","328"
"720983","CHEMICALBINDSGENE","328"
"721075","CHEMICALBINDSGENE","328"
"1682","CHEMICALBINDSGENE","328"
"704147","CHEMICALBINDSGENE","328"
"706582","CHEMICALBINDSGENE","328"
"706644","CHEMICALBINDSGENE","328"
"706103","CHEMICALBINDSGENE","328"
"705995","CHEMICALBINDSGENE","328"
"710034","CHEMICALBINDSGENE","328"
"710951","CHEMICALBINDSGENE","328"
"710950","CHEMICALBINDSGENE","328"
"711101","CHEMICALBINDSGENE","328"
"712196","CHEMICALBINDSGENE","328"
"715270","CHEMICALBINDSGENE","328"
"719518","CHEMICALBINDSGENE","328"
"719745","CHEMICALBINDSGENE","328"
"720149","CHEMICALBINDSGENE","328"
"720344","CHEMICALBINDSGENE","328"
"720597","CHEMICALBINDSGENE","328"
"720252","CHEMICALBINDSGENE","328"
"720195","CHEMICALBINDSGENE","328"
"720480","CHEMICALBINDSGENE","328"
"720393","CHEMICALBINDSGENE","328"
"720586","CHEMICALBINDSGENE","328"
"720646","CHEMICALBINDSGENE","328"
"721097","CHEMICALBINDSGENE","328"
"721332","CHEMICALBINDSGENE","328"
"721541","CHEMICALBINDSGENE","328"
"716258","CHEMICALDECREASESEXPRESSION","502"
"721304","CHEMICALDECREASESEXPRESSION","502"
"722999","CHEMICALDECREASESEXPRESSION","502"
"1682","CHEMICALINCREASESEXPRESSION","502"
"710104","CHEMICALINCREASESEXPRESSION","502"
"710758","CHEMICALINCREASESEXPRESSION","502"
"710177","CHEMICALINCREASESEXPRESSION","502"
"710522","CHEMICALINCREASESEXPRESSION","502"
"711973","CHEMICALINCREASESEXPRESSION","502"
"714199","CHEMICALINCREASESEXPRESSION","502"
"714396","CHEMICALINCREASESEXPRESSION","502"
"714073","CHEMICALINCREASESEXPRESSION","502"
"716330","CHEMICALINCREASESEXPRESSION","502"
"719736","CHEMICALINCREASESEXPRESSION","502"
"719973","CHEMICALINCREASESEXPRESSION","502"
"720495","CHEMICALINCREASESEXPRESSION","502"
"721484","CHEMICALINCREASESEXPRESSION","502"
"721113","CHEMICALINCREASESEXPRESSION","502"
"720856","CHEMICALINCREASESEXPRESSION","502"
"721169","CHEMICALINCREASESEXPRESSION","502"
"721412","CHEMICALINCREASESEXPRESSION","502"
"721780","CHEMICALINCREASESEXPRESSION","502"
"722745","CHEMICALINCREASESEXPRESSION","502"
"723263","CHEMICALINCREASESEXPRESSION","502"
"723822","CHEMICALINCREASESEXPRESSION","502"
"1682","CHEMICALBINDSGENE","516"
"711173","CHEMICALBINDSGENE","516"
"718981","CHEMICALBINDSGENE","516"
"720421","CHEMICALBINDSGENE","516"
"720139","CHEMICALBINDSGENE","516"
"721656","CHEMICALBINDSGENE","516"
"723340","CHEMICALBINDSGENE","516"
"723782","CHEMICALBINDSGENE","516"
"720725","CHEMICALINCREASESEXPRESSION","587"
"721140","CHEMICALINCREASESEXPRESSION","587"
"720132","CHEMICALINCREASESEXPRESSION","587"
"719359","CHEMICALINCREASESEXPRESSION","587"
"714226","CHEMICALINCREASESEXPRESSION","587"
"709756","CHEMICALINCREASESEXPRESSION","587"
"1682","CHEMICALINCREASESEXPRESSION","587"
"714564","CHEMICALDECREASESEXPRESSION","663"
"719745","CHEMICALDECREASESEXPRESSION","663"
"721228","CHEMICALDECREASESEXPRESSION","663"
"721304","CHEMICALDECREASESEXPRESSION","663"
"722411","CHEMICALDECREASESEXPRESSION","663"
"723225","CHEMICALDECREASESEXPRESSION","663"
"723175","CHEMICALDECREASESEXPRESSION","663"
"722999","CHEMICALDECREASESEXPRESSION","663"
"717344","CHEMICALBINDSGENE","663"
"720300","CHEMICALBINDSGENE","663"
"719979","CHEMICALBINDSGENE","663"
"723727","CHEMICALBINDSGENE","663"
"1682","CHEMICALINCREASESEXPRESSION","663"
"711973","CHEMICALINCREASESEXPRESSION","663"
"720495","CHEMICALINCREASESEXPRESSION","663"
"1682","CHEMICALBINDSGENE","680"
"708960","CHEMICALBINDSGENE","680"
"709826","CHEMICALBINDSGENE","680"
"711576","CHEMICALBINDSGENE","680"
"720252","CHEMICALBINDSGENE","680"
"720283","CHEMICALBINDSGENE","680"
"720141","CHEMICALBINDSGENE","680"
"720421","CHEMICALBINDSGENE","680"
"719921","CHEMICALBINDSGENE","680"
"720280","CHEMICALBINDSGENE","680"
"720997","CHEMICALBINDSGENE","680"
"722016","CHEMICALBINDSGENE","680"
"723156","CHEMICALBINDSGENE","680"
"1682","CHEMICALINCREASESEXPRESSION","691"
"710758","CHEMICALINCREASESEXPRESSION","691"
"715119","CHEMICALINCREASESEXPRESSION","691"
"714226","CHEMICALINCREASESEXPRESSION","691"
"716259","CHEMICALINCREASESEXPRESSION","691"
"716261","CHEMICALINCREASESEXPRESSION","691"
"716726","CHEMICALINCREASESEXPRESSION","691"
"719703","CHEMICALINCREASESEXPRESSION","691"
"719359","CHEMICALINCREASESEXPRESSION","691"
"719166","CHEMICALINCREASESEXPRESSION","691"
"720280","CHEMICALINCREASESEXPRESSION","691"
"720495","CHEMICALINCREASESEXPRESSION","691"
"721484","CHEMICALINCREASESEXPRESSION","691"
"721169","CHEMICALINCREASESEXPRESSION","691"
"721219","CHEMICALINCREASESEXPRESSION","691"
"722707","CHEMICALINCREASESEXPRESSION","691"
"723822","CHEMICALINCREASESEXPRESSION","691"
"1682","CHEMICALBINDSGENE","712"
"709347","CHEMICALBINDSGENE","712"
"708960","CHEMICALBINDSGENE","712"
"709826","CHEMICALBINDSGENE","712"
"711576","CHEMICALBINDSGENE","712"
"719921","CHEMICALBINDSGENE","712"
"720421","CHEMICALBINDSGENE","712"
"720211","CHEMICALBINDSGENE","712"
"720280","CHEMICALBINDSGENE","712"
"720141","CHEMICALBINDSGENE","712"
"719947","CHEMICALBINDSGENE","712"
"720283","CHEMICALBINDSGENE","712"
"721175","CHEMICALBINDSGENE","712"
"723156","CHEMICALBINDSGENE","712"
"1682","CHEMICALDECREASESEXPRESSION","746"
"710522","CHEMICALDECREASESEXPRESSION","746"
"710758","CHEMICALDECREASESEXPRESSION","746"
"710198","CHEMICALDECREASESEXPRESSION","746"
"711576","CHEMICALDECREASESEXPRESSION","746"
"714396","CHEMICALDECREASESEXPRESSION","746"
"714062","CHEMICALDECREASESEXPRESSION","746"
"715119","CHEMICALDECREASESEXPRESSION","746"
"714226","CHEMICALDECREASESEXPRESSION","746"
"719166","CHEMICALDECREASESEXPRESSION","746"
"719745","CHEMICALDECREASESEXPRESSION","746"
"719523","CHEMICALDECREASESEXPRESSION","746"
"719703","CHEMICALDECREASESEXPRESSION","746"
"720495","CHEMICALDECREASESEXPRESSION","746"
"720344","CHEMICALDECREASESEXPRESSION","746"
"719902","CHEMICALDECREASESEXPRESSION","746"
"721510","CHEMICALDECREASESEXPRESSION","746"
"721397","CHEMICALDECREASESEXPRESSION","746"
"721420","CHEMICALDECREASESEXPRESSION","746"
"721780","CHEMICALDECREASESEXPRESSION","746"
"723225","CHEMICALDECREASESEXPRESSION","746"
"723727","CHEMICALDECREASESEXPRESSION","746"
"723726","CHEMICALBINDSGENE","757"
"722606","CHEMICALBINDSGENE","757"
"721097","CHEMICALBINDSGENE","757"
"720710","CHEMICALBINDSGENE","757"
"721497","CHEMICALBINDSGENE","757"
"720983","CHEMICALBINDSGENE","757"
"721173","CHEMICALBINDSGENE","757"
"721541","CHEMICALBINDSGENE","757"
"1682","CHEMICALBINDSGENE","757"
"706755","CHEMICALBINDSGENE","757"
"710034","CHEMICALBINDSGENE","757"
"710693","CHEMICALBINDSGENE","757"
"710970","CHEMICALBINDSGENE","757"
"711101","CHEMICALBINDSGENE","757"
"712196","CHEMICALBINDSGENE","757"
"715014","CHEMICALBINDSGENE","757"
"719381","CHEMICALBINDSGENE","757"
"719518","CHEMICALBINDSGENE","757"
"720016","CHEMICALBINDSGENE","757"
"719982","CHEMICALBINDSGENE","757"
"720646","CHEMICALBINDSGENE","757"
"719902","CHEMICALBINDSGENE","757"
"720480","CHEMICALBINDSGENE","757"
"720284","CHEMICALBINDSGENE","757"
"721158","CHEMICALBINDSGENE","757"
"723925","CHEMICALBINDSGENE","1279"
"723656","CHEMICALBINDSGENE","1279"
"724309","CHEMICALBINDSGENE","1279"
"724162","CHEMICALBINDSGENE","1279"
"724002","CHEMICALBINDSGENE","1279"
"723933","CHEMICALBINDSGENE","1279"
"724342","CHEMICALBINDSGENE","1279"
"723722","CHEMICALBINDSGENE","1279"
"723175","CHEMICALBINDSGENE","1279"
"723225","CHEMICALBINDSGENE","1279"
"722997","CHEMICALBINDSGENE","1279"
"722986","CHEMICALBINDSGENE","1279"
"723245","CHEMICALBINDSGENE","1279"
"723340","CHEMICALBINDSGENE","1279"
"723428","CHEMICALBINDSGENE","1279"
"723327","CHEMICALBINDSGENE","1279"
"723502","CHEMICALBINDSGENE","1279"
"723156","CHEMICALBINDSGENE","1279"
"723456","CHEMICALBINDSGENE","1279"
"723019","CHEMICALBINDSGENE","1279"
"723060","CHEMICALBINDSGENE","1279"
"723377","CHEMICALBINDSGENE","1279"
"723127","CHEMICALBINDSGENE","1279"
"723188","CHEMICALBINDSGENE","1279"
"723129","CHEMICALBINDSGENE","1279"
"723516","CHEMICALBINDSGENE","1279"
"723485","CHEMICALBINDSGENE","1279"
"723082","CHEMICALBINDSGENE","1279"
"723263","CHEMICALBINDSGENE","1279"
"723163","CHEMICALBINDSGENE","1279"
"723330","CHEMICALBINDSGENE","1279"
"722999","CHEMICALBINDSGENE","1279"
"723141","CHEMICALBINDSGENE","1279"
"722487","CHEMICALBINDSGENE","1279"
"722614","CHEMICALBINDSGENE","1279"
"722630","CHEMICALBINDSGENE","1279"
"722606","CHEMICALBINDSGENE","1279"
"722411","CHEMICALBINDSGENE","1279"
"722553","CHEMICALBINDSGENE","1279"
"722919","CHEMICALBINDSGENE","1279"
"722791","CHEMICALBINDSGENE","1279"
"722458","CHEMICALBINDSGENE","1279"
"722940","CHEMICALBINDSGENE","1279"
"722707","CHEMICALBINDSGENE","1279"
"722616","CHEMICALBINDSGENE","1279"
"722612","CHEMICALBINDSGENE","1279"
"722613","CHEMICALBINDSGENE","1279"
"722544","CHEMICALBINDSGENE","1279"
"722475","CHEMICALBINDSGENE","1279"
"722391","CHEMICALBINDSGENE","1279"
"722347","CHEMICALBINDSGENE","1279"
"722747","CHEMICALBINDSGENE","1279"
"722936","CHEMICALBINDSGENE","1279"
"722573","CHEMICALBINDSGENE","1279"
"722318","CHEMICALBINDSGENE","1279"
"721690","CHEMICALBINDSGENE","1279"
"720716","CHEMICALBINDSGENE","1279"
"721223","CHEMICALBINDSGENE","1279"
"721228","CHEMICALBINDSGENE","1279"
"720842","CHEMICALBINDSGENE","1279"
"721368","CHEMICALBINDSGENE","1279"
"721510","CHEMICALBINDSGENE","1279"
"720997","CHEMICALBINDSGENE","1279"
"721541","CHEMICALBINDSGENE","1279"
"721397","CHEMICALBINDSGENE","1279"
"721412","CHEMICALBINDSGENE","1279"
"721229","CHEMICALBINDSGENE","1279"
"720838","CHEMICALBINDSGENE","1279"
"721416","CHEMICALBINDSGENE","1279"
"721496","CHEMICALBINDSGENE","1279"
"721304","CHEMICALBINDSGENE","1279"
"720983","CHEMICALBINDSGENE","1279"
"721515","CHEMICALBINDSGENE","1279"
"720911","CHEMICALBINDSGENE","1279"
"720828","CHEMICALBINDSGENE","1279"
"721113","CHEMICALBINDSGENE","1279"
"721074","CHEMICALBINDSGENE","1279"
"720881","CHEMICALBINDSGENE","1279"
"721484","CHEMICALBINDSGENE","1279"
"720795","CHEMICALBINDSGENE","1279"
"721075","CHEMICALBINDSGENE","1279"
"721009","CHEMICALBINDSGENE","1279"
"720965","CHEMICALBINDSGENE","1279"
"720807","CHEMICALBINDSGENE","1279"
"721467","CHEMICALBINDSGENE","1279"
"721508","CHEMICALBINDSGENE","1279"
"721060","CHEMICALBINDSGENE","1279"
"720922","CHEMICALBINDSGENE","1279"
"721177","CHEMICALBINDSGENE","1279"
"720743","CHEMICALBINDSGENE","1279"
"720920","CHEMICALBINDSGENE","1279"
"720149","CHEMICALBINDSGENE","1279"
"719974","CHEMICALBINDSGENE","1279"
"720280","CHEMICALBINDSGENE","1279"
"720630","CHEMICALBINDSGENE","1279"
"720040","CHEMICALBINDSGENE","1279"
"719939","CHEMICALBINDSGENE","1279"
"720139","CHEMICALBINDSGENE","1279"
"720284","CHEMICALBINDSGENE","1279"
"720217","CHEMICALBINDSGENE","1279"
"720497","CHEMICALBINDSGENE","1279"
"720665","CHEMICALBINDSGENE","1279"
"720068","CHEMICALBINDSGENE","1279"
"720563","CHEMICALBINDSGENE","1279"
"720480","CHEMICALBINDSGENE","1279"
"719906","CHEMICALBINDSGENE","1279"
"720344","CHEMICALBINDSGENE","1279"
"720435","CHEMICALBINDSGENE","1279"
"720423","CHEMICALBINDSGENE","1279"
"720032","CHEMICALBINDSGENE","1279"
"720305","CHEMICALBINDSGENE","1279"
"720097","CHEMICALBINDSGENE","1279"
"720185","CHEMICALBINDSGENE","1279"
"720099","CHEMICALBINDSGENE","1279"
"720491","CHEMICALBINDSGENE","1279"
"720039","CHEMICALBINDSGENE","1279"
"720641","CHEMICALBINDSGENE","1279"
"720106","CHEMICALBINDSGENE","1279"
"720531","CHEMICALBINDSGENE","1279"
"720646","CHEMICALBINDSGENE","1279"
"720252","CHEMICALBINDSGENE","1279"
"719978","CHEMICALBINDSGENE","1279"
"720490","CHEMICALBINDSGENE","1279"
"720602","CHEMICALBINDSGENE","1279"
"720017","CHEMICALBINDSGENE","1279"
"720454","CHEMICALBINDSGENE","1279"
"720658","CHEMICALBINDSGENE","1279"
"719921","CHEMICALBINDSGENE","1279"
"720192","CHEMICALBINDSGENE","1279"
"719973","CHEMICALBINDSGENE","1279"
"720249","CHEMICALBINDSGENE","1279"
"720312","CHEMICALBINDSGENE","1279"
"720529","CHEMICALBINDSGENE","1279"
"720141","CHEMICALBINDSGENE","1279"
"719966","CHEMICALBINDSGENE","1279"
"720155","CHEMICALBINDSGENE","1279"
"720414","CHEMICALBINDSGENE","1279"
"720525","CHEMICALBINDSGENE","1279"
"720592","CHEMICALBINDSGENE","1279"
"720160","CHEMICALBINDSGENE","1279"
"719941","CHEMICALBINDSGENE","1279"
"720211","CHEMICALBINDSGENE","1279"
"720421","CHEMICALBINDSGENE","1279"
"719731","CHEMICALBINDSGENE","1279"
"719606","CHEMICALBINDSGENE","1279"
"719378","CHEMICALBINDSGENE","1279"
"719473","CHEMICALBINDSGENE","1279"
"719178","CHEMICALBINDSGENE","1279"
"719472","CHEMICALBINDSGENE","1279"
"719641","CHEMICALBINDSGENE","1279"
"719166","CHEMICALBINDSGENE","1279"
"719796","CHEMICALBINDSGENE","1279"
"719703","CHEMICALBINDSGENE","1279"
"719518","CHEMICALBINDSGENE","1279"
"719761","CHEMICALBINDSGENE","1279"
"719381","CHEMICALBINDSGENE","1279"
"719736","CHEMICALBINDSGENE","1279"
"719357","CHEMICALBINDSGENE","1279"
"719571","CHEMICALBINDSGENE","1279"
"719515","CHEMICALBINDSGENE","1279"
"719523","CHEMICALBINDSGENE","1279"
"719471","CHEMICALBINDSGENE","1279"
"719572","CHEMICALBINDSGENE","1279"
"719794","CHEMICALBINDSGENE","1279"
"719008","CHEMICALBINDSGENE","1279"
"718981","CHEMICALBINDSGENE","1279"
"718982","CHEMICALBINDSGENE","1279"
"718838","CHEMICALBINDSGENE","1279"
"718582","CHEMICALBINDSGENE","1279"
"718244","CHEMICALBINDSGENE","1279"
"718436","CHEMICALBINDSGENE","1279"
"716726","CHEMICALBINDSGENE","1279"
"716801","CHEMICALBINDSGENE","1279"
"716731","CHEMICALBINDSGENE","1279"
"717099","CHEMICALBINDSGENE","1279"
"717341","CHEMICALBINDSGENE","1279"
"716730","CHEMICALBINDSGENE","1279"
"716846","CHEMICALBINDSGENE","1279"
"716330","CHEMICALBINDSGENE","1279"
"716259","CHEMICALBINDSGENE","1279"
"716011","CHEMICALBINDSGENE","1279"
"716258","CHEMICALBINDSGENE","1279"
"716043","CHEMICALBINDSGENE","1279"
"716218","CHEMICALBINDSGENE","1279"
"716488","CHEMICALBINDSGENE","1279"
"714852","CHEMICALBINDSGENE","1279"
"715119","CHEMICALBINDSGENE","1279"
"714062","CHEMICALBINDSGENE","1279"
"714348","CHEMICALBINDSGENE","1279"
"713847","CHEMICALBINDSGENE","1279"
"714359","CHEMICALBINDSGENE","1279"
"715415","CHEMICALBINDSGENE","1279"
"713995","CHEMICALBINDSGENE","1279"
"714497","CHEMICALBINDSGENE","1279"
"715693","CHEMICALBINDSGENE","1279"
"714453","CHEMICALBINDSGENE","1279"
"714226","CHEMICALBINDSGENE","1279"
"714199","CHEMICALBINDSGENE","1279"
"713924","CHEMICALBINDSGENE","1279"
"712795","CHEMICALBINDSGENE","1279"
"712186","CHEMICALBINDSGENE","1279"
"712196","CHEMICALBINDSGENE","1279"
"712772","CHEMICALBINDSGENE","1279"
"712374","CHEMICALBINDSGENE","1279"
"712708","CHEMICALBINDSGENE","1279"
"711326","CHEMICALBINDSGENE","1279"
"711314","CHEMICALBINDSGENE","1279"
"711312","CHEMICALBINDSGENE","1279"
"711272","CHEMICALBINDSGENE","1279"
"711297","CHEMICALBINDSGENE","1279"
"711576","CHEMICALBINDSGENE","1279"
"710951","CHEMICALBINDSGENE","1279"
"710629","CHEMICALBINDSGENE","1279"
"710408","CHEMICALBINDSGENE","1279"
"710950","CHEMICALBINDSGENE","1279"
"710560","CHEMICALBINDSGENE","1279"
"710554","CHEMICALBINDSGENE","1279"
"710970","CHEMICALBINDSGENE","1279"
"710968","CHEMICALBINDSGENE","1279"
"710945","CHEMICALBINDSGENE","1279"
"710486","CHEMICALBINDSGENE","1279"
"710785","CHEMICALBINDSGENE","1279"
"710177","CHEMICALBINDSGENE","1279"
"709665","CHEMICALBINDSGENE","1279"
"709678","CHEMICALBINDSGENE","1279"
"709756","CHEMICALBINDSGENE","1279"
"709713","CHEMICALBINDSGENE","1279"
"709752","CHEMICALBINDSGENE","1279"
"710070","CHEMICALBINDSGENE","1279"
"709847","CHEMICALBINDSGENE","1279"
"710109","CHEMICALBINDSGENE","1279"
"709578","CHEMICALBINDSGENE","1279"
"709754","CHEMICALBINDSGENE","1279"
"710072","CHEMICALBINDSGENE","1279"
"710105","CHEMICALBINDSGENE","1279"
"709686","CHEMICALBINDSGENE","1279"
"709953","CHEMICALBINDSGENE","1279"
"709706","CHEMICALBINDSGENE","1279"
"709479","CHEMICALBINDSGENE","1279"
"710104","CHEMICALBINDSGENE","1279"
"709755","CHEMICALBINDSGENE","1279"
"710034","CHEMICALBINDSGENE","1279"
"709761","CHEMICALBINDSGENE","1279"
"710103","CHEMICALBINDSGENE","1279"
"709238","CHEMICALBINDSGENE","1279"
"709245","CHEMICALBINDSGENE","1279"
"709198","CHEMICALBINDSGENE","1279"
"709212","CHEMICALBINDSGENE","1279"
"709347","CHEMICALBINDSGENE","1279"
"708787","CHEMICALBINDSGENE","1279"
"709084","CHEMICALBINDSGENE","1279"
"708757","CHEMICALBINDSGENE","1279"
"708691","CHEMICALBINDSGENE","1279"
"708984","CHEMICALBINDSGENE","1279"
"708714","CHEMICALBINDSGENE","1279"
"709207","CHEMICALBINDSGENE","1279"
"709243","CHEMICALBINDSGENE","1279"
"709185","CHEMICALBINDSGENE","1279"
"708961","CHEMICALBINDSGENE","1279"
"708499","CHEMICALBINDSGENE","1279"
"707932","CHEMICALBINDSGENE","1279"
"707790","CHEMICALBINDSGENE","1279"
"707351","CHEMICALBINDSGENE","1279"
"707979","CHEMICALBINDSGENE","1279"
"706828","CHEMICALBINDSGENE","1279"
"706820","CHEMICALBINDSGENE","1279"
"707343","CHEMICALBINDSGENE","1279"
"707914","CHEMICALBINDSGENE","1279"
"1682","CHEMICALBINDSGENE","1279"
"705045","CHEMICALBINDSGENE","1279"
"704507","CHEMICALBINDSGENE","1279"
"704642","CHEMICALBINDSGENE","1279"
"705995","CHEMICALBINDSGENE","1279"
"706582","CHEMICALBINDSGENE","1279"
"706644","CHEMICALBINDSGENE","1279"
"706503","CHEMICALBINDSGENE","1279"
"706102","CHEMICALBINDSGENE","1279"
"706103","CHEMICALBINDSGENE","1279"
"706025","CHEMICALBINDSGENE","1279"
"707448","CHEMICALBINDSGENE","1279"
"707950","CHEMICALBINDSGENE","1279"
"710522","CHEMICALDECREASESEXPRESSION","1292"
"723727","CHEMICALDECREASESEXPRESSION","1292"
"1682","CHEMICALINCREASESEXPRESSION","1292"
"710774","CHEMICALINCREASESEXPRESSION","1292"
"714199","CHEMICALINCREASESEXPRESSION","1292"
"714564","CHEMICALINCREASESEXPRESSION","1292"
"716258","CHEMICALINCREASESEXPRESSION","1292"
"720039","CHEMICALINCREASESEXPRESSION","1292"
"719523","CHEMICALINCREASESEXPRESSION","1292"
"720139","CHEMICALINCREASESEXPRESSION","1292"
"721228","CHEMICALINCREASESEXPRESSION","1292"
"721304","CHEMICALINCREASESEXPRESSION","1292"
"720838","CHEMICALINCREASESEXPRESSION","1292"
"720935","CHEMICALINCREASESEXPRESSION","1292"
"720920","CHEMICALINCREASESEXPRESSION","1292"
"721219","CHEMICALINCREASESEXPRESSION","1292"
"721156","CHEMICALINCREASESEXPRESSION","1292"
"721715","CHEMICALINCREASESEXPRESSION","1292"
"722745","CHEMICALINCREASESEXPRESSION","1292"
"722770","CHEMICALINCREASESEXPRESSION","1292"
"722999","CHEMICALINCREASESEXPRESSION","1292"
"706828","CHEMICALDECREASESEXPRESSION","1598"
"720531","CHEMICALDECREASESEXPRESSION","1598"
"1682","CHEMICALINCREASESEXPRESSION","1598"
"705762","CHEMICALINCREASESEXPRESSION","1598"
"710104","CHEMICALINCREASESEXPRESSION","1598"
"710663","CHEMICALINCREASESEXPRESSION","1598"
"710758","CHEMICALINCREASESEXPRESSION","1598"
"714062","CHEMICALINCREASESEXPRESSION","1598"
"714226","CHEMICALINCREASESEXPRESSION","1598"
"714497","CHEMICALINCREASESEXPRESSION","1598"
"718583","CHEMICALINCREASESEXPRESSION","1598"
"719703","CHEMICALINCREASESEXPRESSION","1598"
"719736","CHEMICALINCREASESEXPRESSION","1598"
"720495","CHEMICALINCREASESEXPRESSION","1598"
"721484","CHEMICALINCREASESEXPRESSION","1598"
"720725","CHEMICALINCREASESEXPRESSION","1598"
"721219","CHEMICALINCREASESEXPRESSION","1598"
"721780","CHEMICALINCREASESEXPRESSION","1598"
"723263","CHEMICALINCREASESEXPRESSION","1598"
"723822","CHEMICALINCREASESEXPRESSION","1598"
"723156","CHEMICALBINDSGENE","1744"
"723377","CHEMICALBINDSGENE","1744"
"722475","CHEMICALBINDSGENE","1744"
"722616","CHEMICALBINDSGENE","1744"
"721656","CHEMICALBINDSGENE","1744"
"721416","CHEMICALBINDSGENE","1744"
"721566","CHEMICALBINDSGENE","1744"
"705819","CHEMICALBINDSGENE","1744"
"710970","CHEMICALBINDSGENE","1744"
"712196","CHEMICALBINDSGENE","1744"
"712696","CHEMICALBINDSGENE","1744"
"714454","CHEMICALBINDSGENE","1744"
"713847","CHEMICALBINDSGENE","1744"
"716066","CHEMICALBINDSGENE","1744"
"717100","CHEMICALBINDSGENE","1744"
"720496","CHEMICALBINDSGENE","1744"
"720393","CHEMICALBINDSGENE","1744"
"719979","CHEMICALBINDSGENE","1744"
"720399","CHEMICALBINDSGENE","1744"
"720529","CHEMICALBINDSGENE","1744"
"720217","CHEMICALBINDSGENE","1744"
"720446","CHEMICALBINDSGENE","1744"
"720725","CHEMICALBINDSGENE","1744"
"721074","CHEMICALBINDSGENE","1744"
"720983","CHEMICALBINDSGENE","1744"
"721467","CHEMICALBINDSGENE","1744"
"720935","CHEMICALBINDSGENE","1744"
"721059","CHEMICALBINDSGENE","1744"
"720909","CHEMICALBINDSGENE","1744"
"721076","CHEMICALBINDSGENE","1744"
"720997","CHEMICALBINDSGENE","1744"
"723822","CHEMICALINCREASESEXPRESSION","1806"
"723377","CHEMICALDECREASESEXPRESSION","1806"
"721484","CHEMICALINCREASESEXPRESSION","1806"
"720856","CHEMICALINCREASESEXPRESSION","1806"
"720592","CHEMICALINCREASESEXPRESSION","1806"
"719523","CHEMICALINCREASESEXPRESSION","1806"
"1682","CHEMICALINCREASESEXPRESSION","1806"
"723727","CHEMICALDECREASESEXPRESSION","1923"
"723722","CHEMICALDECREASESEXPRESSION","1923"
"721780","CHEMICALDECREASESEXPRESSION","1923"
"721604","CHEMICALDECREASESEXPRESSION","1923"
"721505","CHEMICALDECREASESEXPRESSION","1923"
"1682","CHEMICALDECREASESEXPRESSION","1923"
"710072","CHEMICALDECREASESEXPRESSION","1923"
"710487","CHEMICALDECREASESEXPRESSION","1923"
"711576","CHEMICALDECREASESEXPRESSION","1923"
"711319","CHEMICALDECREASESEXPRESSION","1923"
"711312","CHEMICALDECREASESEXPRESSION","1923"
"711973","CHEMICALDECREASESEXPRESSION","1923"
"714120","CHEMICALDECREASESEXPRESSION","1923"
"714199","CHEMICALDECREASESEXPRESSION","1923"
"714564","CHEMICALDECREASESEXPRESSION","1923"
"714453","CHEMICALDECREASESEXPRESSION","1923"
"714396","CHEMICALDECREASESEXPRESSION","1923"
"714073","CHEMICALDECREASESEXPRESSION","1923"
"714062","CHEMICALDECREASESEXPRESSION","1923"
"715834","CHEMICALDECREASESEXPRESSION","1923"
"716330","CHEMICALDECREASESEXPRESSION","1923"
"716801","CHEMICALDECREASESEXPRESSION","1923"
"719523","CHEMICALDECREASESEXPRESSION","1923"
"719736","CHEMICALDECREASESEXPRESSION","1923"
"719720","CHEMICALDECREASESEXPRESSION","1923"
"719745","CHEMICALDECREASESEXPRESSION","1923"
"720641","CHEMICALDECREASESEXPRESSION","1923"
"720192","CHEMICALDECREASESEXPRESSION","1923"
"720093","CHEMICALDECREASESEXPRESSION","1923"
"719939","CHEMICALDECREASESEXPRESSION","1923"
"719902","CHEMICALDECREASESEXPRESSION","1923"
"721060","CHEMICALDECREASESEXPRESSION","1923"
"721169","CHEMICALDECREASESEXPRESSION","1923"
"721510","CHEMICALDECREASESEXPRESSION","1923"
"720710","CHEMICALDECREASESEXPRESSION","1923"
"721541","CHEMICALDECREASESEXPRESSION","1923"
"721496","CHEMICALDECREASESEXPRESSION","1923"
"720856","CHEMICALDECREASESEXPRESSION","1923"
"721420","CHEMICALDECREASESEXPRESSION","1923"
"721412","CHEMICALDECREASESEXPRESSION","1923"
"721113","CHEMICALDECREASESEXPRESSION","1923"
"721467","CHEMICALDECREASESEXPRESSION","1923"
